"Provider","OUI","Product Class","Model Name","Serial Number","UF1","UF2","UF3","UF4","WAN MAC","TR-069 IP","Public IPv4","WAN IPv4","WAN IPv6","SW Version","Subscriber Key","Customer ID","Agreement ID","CR Method","Created","Last Contact","Status"
"Hay","CCBE59","ENT","844E-1","CXNK0057FAD1","restored","GUI_PASS_2023-03","","","cc:be:59:fd:06:72","23.155.130.228","23.155.130.228","23.155.130.228","","12.2.12.9.1","10219082_9991002945@58502.com","10219082","9991002945","HTTP","2019-09-04 15:03:11 EDT","2025-11-18 09:00:17 EST","OK"
"Hay","44657F","ENT","844E-1","CXNK0067458D","restored","GUI_PASS_2023-03","","","44:65:7f:89:18:b7","163.182.241.165","163.182.241.165","163.182.241.165","","12.2.12.9.1","10201450_9991000724@58502.com","10201450","9991000724","HTTP","2019-09-04 15:03:11 EDT","2025-11-18 11:57:32 EST","OK"
"Hay","44657F","ENT","844E-1","CXNK00673E9D","restored","GUI_PASS_2023-03","","","44:65:7f:88:da:47","206.130.213.216","206.130.213.216","206.130.213.216","","12.2.12.9.1","10220875_9991007741@58502.com","10220875","9991007741","HTTP","2019-09-04 15:03:12 EDT","2025-11-18 09:25:51 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261712040048","restored","","","","CC:BE:59:A3:76:FF","192.168.1.37","163.182.248.170","","","3.0.3.102","10216980_9991002917@58502.com","10216980","9991002917","GW Port Mapping","2019-09-04 15:03:12 EDT","2025-11-18 08:57:28 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261712041724","restored","","","","CC:BE:59:A3:8A:A3","192.168.1.18","163.182.236.164","","","3.0.3.102","10227407_9991000626@58502.com","10227407","9991000626","GW Port Mapping","2019-09-04 15:03:12 EDT","2025-11-17 18:16:11 EST","OK"
"Hay","EC4F82","ONT","854G-1","CXNK0021E793","","GUI_PASS_2023-03","","","ec:4f:82:24:3d:92","45.59.96.33","45.59.96.33","45.59.96.33","","12.2.12.8.4","10200485_9991001369@58502.com","10200485","9991001369","HTTP","2019-09-04 15:03:12 EDT","2025-11-18 08:22:42 EST","OK"
"Hay","000631","ONT","854G-1","CXNK001CF0B6","restored","GUI_PASS_2023-03","","","00:06:31:e8:3d:1c","163.182.242.120","163.182.242.120","163.182.232.25","","12.2.12.8.4","10201026_9991001638@58502.com","10201026","9991001638","HTTP","2019-09-04 15:03:13 EDT","2025-11-18 08:05:08 EST","OK"
"Hay","44657F","ENT","844E-1","CXNK006741DA","restored","GUI_PASS_2023-03","","","44:65:7f:88:f7:6c","163.182.227.20","163.182.227.20","163.182.227.20","","12.2.12.9.1","10230085_9991008666@58502.com","10230085","9991008666","HTTP","2019-09-04 15:03:13 EDT","2025-11-18 09:25:47 EST","OK"
"Hay","EC4F82","ENT","844E-1","CXNK0035CF58","restored","GUI_PASS_2023-03","","","ec:4f:82:f5:b0:dd","23.155.130.106","23.155.130.106","23.155.130.106","","12.2.12.9.1","10200442_9991006347@58502.com","10200442","9991006347","HTTP","2019-09-04 15:03:13 EDT","2025-11-18 07:18:06 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261807038900","","","","","CC:BE:59:B8:FC:87","192.168.1.10","136.175.71.242","","","3.0.3.102","SN-261807038900@nosub.net","","","GW Port Mapping","2019-09-04 15:03:13 EDT","2025-09-11 05:00:43 EDT","OK"
"Hay","44657F","ENT","844E-1","CXNK006745C8","restored","GUI_PASS_2023-03","","","44:65:7f:89:1a:ca","163.182.240.160","163.182.240.160","163.182.240.160","","12.2.12.9.1","10224051_9991005308@58502.com","10224051","9991005308","HTTP","2019-09-04 15:03:13 EDT","2025-11-18 07:18:06 EST","OK"
"Hay","44657F","ENT","844E-1","CXNK0067420B","restored","GUI_PASS_2023-03","","","44:65:7f:88:f9:25","23.155.129.229","23.155.129.229","23.155.129.229","","12.2.12.9.1","10227762_9991000704@58502.com","10227762","9991000704","HTTP","2019-09-04 15:03:13 EDT","2025-11-18 14:43:06 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261712040130","restored","","","","CC:BE:59:A3:77:F5","192.168.1.13","104.247.103.91","","","3.0.3.102","10202011_9991000442@58502.com","10202011","9991000442","GW Port Mapping","2019-09-04 15:03:14 EDT","2025-11-16 00:48:43 EST","OK"
"Hay","000631","ONT","854G-1","CXNK001CEC7B","","GUI_PASS_2023-03","","","00:06:31:e8:17:09","163.182.236.65","163.182.236.65","163.182.236.65","","12.2.12.8.4","10224031_9991004970@58502.com","10224031","9991004970","HTTP","2019-09-04 15:03:14 EDT","2025-11-18 10:38:14 EST","OK"
"Hay","CCBE59","ONT","844G-1","CXNK0049B197","restored","GUI_PASS_2023-03","","","cc:be:59:83:2d:9b","136.175.71.241","136.175.71.241","136.175.71.241","","12.2.12.8.4","10226559_9991006846@58502.com","10226559","9991006846","HTTP","2019-09-04 15:03:14 EDT","2025-11-18 11:13:31 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261712039274","restored","","","","CC:BE:59:A3:6D:ED","192.168.1.2","206.130.214.234","","","3.0.3.102","10223562_9991004110@58502.com","10223562","9991004110","GW Port Mapping","2019-09-04 15:03:14 EDT","2025-09-23 08:52:32 EDT","OK"
"Hay","000631","ONT","854G-1","CXNK001CEAF4","","GUI_PASS_2023-03","","","00:06:31:e8:09:4a","163.182.241.191","163.182.241.191","","","12.2.12.8.4","10223955_9991005048@58502.com","10223955","9991005048","HTTP","2019-09-04 15:03:15 EDT","2025-11-18 08:05:09 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261712039908","restored","","","","CC:BE:59:A3:75:5B","192.168.1.2","104.247.103.105","","","3.0.3.102","10219578_9991003232@58502.com","10219578","9991003232","GW Port Mapping","2019-09-04 15:03:15 EDT","2025-11-17 20:42:37 EST","OK"
"Hay","EC4F82","804Mesh","804Mesh","261712024517","restored","","","","EC:4F:82:EF:87:C9","192.168.1.3","163.182.242.181","","","3.0.3.102","10223478_9991004022@58502.com","10223478","9991004022","GW Port Mapping","2019-09-04 15:03:15 EDT","2025-11-18 12:19:40 EST","OK"
"Hay","44657F","ENT","844E-1","CXNK00673E88","restored","GUI_PASS_2023-03","","","44:65:7f:88:d9:8a","45.59.97.53","45.59.97.53","45.59.97.53","","12.2.12.9.1","10227867_9991004163@58502.com","10227867","9991004163","HTTP","2019-09-04 15:03:15 EDT","2025-11-18 07:18:06 EST","OK"
"Hay","EC4F82","ONT","854G-1","CXNK0021E1D5","restored","GUI_PASS_2023-03","","","ec:4f:82:24:09:e4","136.175.68.131","136.175.68.131","","","12.2.12.8.4","10229841_9991011660@58502.com","10229841","9991011660","HTTP","2019-09-04 15:03:16 EDT","2025-11-18 11:10:01 EST","OK"
"Hay","EC4F82","ENT","844E-1","CXNK0028A186","restored","GUI_PASS_2023-03","","","ec:4f:82:2e:e3:94","136.175.69.51","136.175.69.51","136.175.69.51","","12.2.12.9.1","10227205_9991006064@58502.com","10227205","9991006064","HTTP","2019-09-04 15:03:16 EDT","2025-11-18 07:18:07 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK0048EE04","restored","GUI_PASS_2023-03","","","cc:be:59:7e:bd:6d","104.247.101.235","104.247.101.235","104.247.101.235","","12.2.12.9.1","10209429_9991001458@58502.com","10209429","9991001458","HTTP","2019-09-04 15:03:16 EDT","2025-11-18 11:50:56 EST","OK"
"Hay","EC4F82","804Mesh","804Mesh","261712027504","FirmwareUpgrade_InProgress","","","","EC:4F:82:EF:AA:CA","192.168.1.101","163.182.243.56","","","3.0.3.102","10226184_9991009414@58502.com","10226184","9991009414","GW Port Mapping","2019-09-04 15:03:16 EDT","2025-11-18 00:35:57 EST","ERROR"
"Hay","CCBE59","ENT","844E-1","CXNK003D9E9B","restored","GUI_PASS_2023-03","","","cc:be:59:2d:5b:91","45.59.98.174","45.59.98.174","45.59.98.174","","12.2.12.9.1","10224955_9991006325@58502.com","10224955","9991006325","HTTP","2019-09-04 15:03:16 EDT","2025-11-18 07:18:06 EST","OK"
"Hay","EC4F82","ENT","844E-1","CXNK00357F28","restored","GUI_PASS_2023-03","","","ec:4f:82:ab:ba:97","45.59.99.181","45.59.99.181","45.59.99.181","","12.2.12.9.1","10226387_9991007727@58502.com","10226387","9991007727","HTTP","2019-09-04 15:03:16 EDT","2025-11-18 14:36:31 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261712040020","restored","","","","CC:BE:59:A3:76:AB","192.168.1.103","163.182.243.56","","","3.0.3.102","10226184_9991009414@58502.com","10226184","9991009414","GW Port Mapping","2019-09-04 15:03:17 EDT","2025-11-18 00:36:07 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK0048EF35","restored","GUI_PASS_2023-03","","","cc:be:59:7e:c8:26","163.182.240.11","163.182.240.11","163.182.240.11","","12.2.12.9.1","10229197_9991004763@58502.com","10229197","9991004763","HTTP","2019-09-04 15:03:17 EDT","2025-11-18 07:18:06 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK004A217E","restored","GUI_PASS_2023-03","","","cc:be:59:89:8c:b7","23.155.130.221","23.155.130.221","23.155.130.221","","12.2.12.9.1","10227403_9991002633@58502.com","10227403","9991002633","HTTP","2019-09-04 15:03:17 EDT","2025-11-18 07:18:06 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK003D6AE5","restored","GUI_PASS_2023-03","","","cc:be:59:1e:76:44","136.175.68.66","136.175.68.66","136.175.68.66","","12.2.12.9.1","10205709_9991001922@58502.com","10205709","9991001922","HTTP","2019-09-04 15:03:17 EDT","2025-11-18 15:21:02 EST","OK"
"Hay","EC4F82","ENT","844E-1","CXNK00206A27","restored","GUI_PASS_2023-03","","","ec:4f:82:10:e9:88","45.59.97.32","45.59.97.32","45.59.97.32","","12.2.12.9.1","SN-CXNK00206A27@nosub.net","","","HTTP","2019-09-04 15:03:17 EDT","2025-08-18 16:29:03 EDT","OFFLINE"
"Hay","CCBE59","ONT","844G-1","CXNK0049BEDB","restored","GUI_PASS_2023-03","","","cc:be:59:83:a4:ff","163.182.237.167","163.182.237.167","163.182.237.167","","12.2.12.8.4","10230126_9991000956@58502.com","10230126","9991000956","HTTP","2019-09-04 15:03:18 EDT","2025-11-18 08:05:09 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261712041061","restored","","","","CC:BE:59:A3:82:DE","192.168.1.11","45.59.98.230","","","3.0.3.102","10230019_9991002853@58502.com","10230019","9991002853","GW Port Mapping","2019-09-04 15:03:18 EDT","2025-11-18 14:48:53 EST","OK"
"Hay","EC4F82","ONT","854G-1","CXNK0021DFA8","","GUI_PASS_2023-03","","","ec:4f:82:23:f6:4f","163.182.250.56","163.182.250.56","163.182.250.56","","12.2.12.8.4","10228269_9991002190@58502.com","10228269","9991002190","HTTP","2019-09-04 15:03:18 EDT","2025-11-18 08:05:08 EST","OK"
"Hay","CCBE59","ONT","844G-1","CXNK0049BADA","","GUI_PASS_2023-03","","","cc:be:59:83:80:f6","163.182.243.20","163.182.243.20","163.182.243.20","","12.2.12.8.4","10226965_9991000494@58502.com","10226965","9991000494","HTTP","2019-09-04 15:03:18 EDT","2025-11-18 08:10:10 EST","OK"
"Hay","EC4F82","ONT","854G-1","CXNK0021EA5D","restored","GUI_PASS_2023-03","","","ec:4f:82:24:56:ac","45.59.99.105","45.59.99.105","","","12.2.12.8.4","10203641_9991002171@58502.com","10203641","9991002171","HTTP","2019-09-04 15:03:18 EDT","2025-11-18 08:05:08 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261712040062","restored","","","","CC:BE:59:A3:77:29","192.168.1.4","23.155.130.225","","","3.0.3.102","10227400_9991009233@58502.com","10227400","9991009233","GW Port Mapping","2019-09-04 15:03:18 EDT","2025-11-17 18:19:34 EST","OK"
"Hay","CCBE59","ONT","844G-1","CXNK0049BE77","restored","GUI_PASS_2023-03","","","cc:be:59:83:a1:7b","45.59.98.140","45.59.98.140","45.59.98.140","","12.2.12.8.4","10227355_9991008159@58502.com","10227355","9991008159","HTTP","2019-09-04 15:03:18 EDT","2025-11-18 08:05:08 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK0057FB0D","restored","GUI_PASS_2023-03","","","cc:be:59:fd:08:8e","163.182.237.17","163.182.237.17","163.182.237.17","","12.2.12.9.1","10227492_9991008586@58502.com","10227492","9991008586","HTTP","2019-09-04 15:03:18 EDT","2025-11-18 07:18:04 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK005848AF","restored","GUI_PASS_2023-03","","","cc:be:59:ff:c3:40","104.247.103.111","104.247.103.111","104.247.103.111","","12.2.12.9.1","10214405_9991002265@58502.com","10214405","9991002265","HTTP","2019-09-04 15:03:19 EDT","2025-11-18 07:18:04 EST","OK"
"Hay","000631","ONT","854G-1","CXNK001B7CEA","","GUI_PASS_2023-03","","","00:06:31:e0:2a:9e","136.175.71.4","136.175.71.4","136.175.71.4","","12.2.12.8.4","10223900_9991005087@58502.com","10223900","9991005087","HTTP","2019-09-04 15:03:19 EDT","2025-05-26 10:01:48 EDT","OFFLINE"
"Hay","CCBE59","ENT","844E-1","CXNK0048E6D1","restored","GUI_PASS_2023-03","","","cc:be:59:7e:7c:a2","45.59.98.16","45.59.98.16","45.59.98.16","","12.2.12.9.1","10211396_9991001655@58502.com","10211396","9991001655","HTTP","2019-09-04 15:03:19 EDT","2025-11-18 07:18:04 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK0057F4E8","restored","GUI_PASS_2023-03","","","cc:be:59:fc:d1:41","23.155.129.247","23.155.129.247","23.155.129.247","","12.2.12.9.1","10227249_9991007131@58502.com","10227249","9991007131","HTTP","2019-09-04 15:03:19 EDT","2025-11-18 07:18:04 EST","OK"
"Hay","EC4F82","ENT","844E-1","CXNK0020AD18","restored","GUI_PASS_2023-03","","","ec:4f:82:13:44:01","23.155.130.254","23.155.130.254","23.155.130.254","","12.2.12.9.1","10227586_9991002689@58502.com","10227586","9991002689","HTTP","2019-09-04 15:03:19 EDT","2025-11-18 11:16:12 EST","OK"
"Hay","000631","ONT","854G-1","CXNK001CEBEA","restored","GUI_PASS_2023-03","","","00:06:31:e8:11:f0","136.175.71.243","136.175.71.243","","","12.2.12.8.4","10227847_9991008346@58502.com","10227847","9991008346","HTTP","2019-09-04 15:03:19 EDT","2025-11-18 08:05:08 EST","OK"
"Hay","EC4F82","ENT","844E-1","CXNK0028065C","restored","GUI_PASS_2023-03","","","ec:4f:82:29:6f:1a","104.247.102.233","104.247.102.233","104.247.102.233","","12.2.12.9.1","SN-CXNK0028065C@nosub.net","","","HTTP","2019-09-04 15:03:19 EDT","2025-05-29 07:20:04 EDT","OFFLINE"
"Hay","CCBE59","804Mesh","804Mesh","261712040904","restored","","","","CC:BE:59:A3:81:07","192.168.1.2","23.155.131.138","","","3.0.3.102","10213717_9991008581@58502.com","10213717","9991008581","GW Port Mapping","2019-09-04 15:03:19 EDT","2025-11-17 23:46:22 EST","OK"
"Hay","CCBE59","ONT","844G-1","CXNK003E7C9F","","GUI_PASS_2023-03","","","cc:be:59:25:a5:d1","104.247.103.229","104.247.103.229","104.247.103.229","","12.2.12.8.4","10227717_9991000529@58502.com","10227717","9991000529","HTTP","2019-09-04 15:03:19 EDT","2025-11-18 08:05:09 EST","OK"
"Hay","EC4F82","ENT","844E-1","CXNK00289BEF","restored","GUI_PASS_2023-03","","","ec:4f:82:2e:b1:45","45.59.96.173","45.59.96.173","45.59.96.173","","12.2.12.9.1","10209927_9991001750@58502.com","10209927","9991001750","HTTP","2019-09-04 15:03:19 EDT","2025-11-18 07:18:04 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261712041177","restored","","","","CC:BE:59:A3:84:3A","192.168.1.68","104.247.103.109","","","3.0.3.102","10213457_9991000972@58502.com","10213457","9991000972","GW Port Mapping","2019-09-04 15:03:19 EDT","2025-11-18 08:35:58 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK005810A4","restored","GUI_PASS_2023-03","","","cc:be:59:fd:ca:dd","104.247.101.81","104.247.101.81","104.247.101.81","","12.2.12.9.1","10219278_9991003164@58502.com","10219278","9991003164","HTTP","2019-09-04 15:03:19 EDT","2025-11-18 08:30:22 EST","OK"
"Hay","44657F","ENT","844E-1","CXNK00673EBC","restored","GUI_PASS_2023-03","","","44:65:7f:88:db:5e","45.59.97.248","45.59.97.248","45.59.97.248","","12.2.12.9.1","10214739_9991001347@58502.com","10214739","9991001347","HTTP","2019-09-04 15:03:19 EDT","2025-11-18 07:18:04 EST","OK"
"Hay","EC4F82","804Mesh","804Mesh","261712024170","restored","","","","EC:4F:82:EF:83:B8","192.168.1.2","45.59.96.130","","","3.0.3.102","10211894_9991001695@58502.com","10211894","9991001695","GW Port Mapping","2019-09-04 15:03:19 EDT","2025-09-01 13:57:23 EDT","OFFLINE"
"Hay","CCBE59","804Mesh","804Mesh","261712040051","restored","","","","CC:BE:59:A3:77:08","192.168.1.11","163.182.244.235","","","3.0.3.102","10229117_9991000903@58502.com","10229117","9991000903","GW Port Mapping","2019-09-04 15:03:20 EDT","2025-11-10 04:35:41 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK0057FAD9","restored","GUI_PASS_2023-03","","","cc:be:59:fd:06:ba","206.130.213.39","206.130.213.39","206.130.213.39","","12.2.12.9.1","10211797_9991007872@58502.com","10211797","9991007872","HTTP","2019-09-04 15:03:20 EDT","2025-11-18 11:37:48 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK00405829","restored","GUI_PASS_2023-03","","","cc:be:59:2e:fa:9f","163.182.242.131","163.182.242.131","163.182.242.131","","12.2.12.9.1","10213233_9991000269@58502.com","10213233","9991000269","HTTP","2019-09-04 15:03:20 EDT","2025-11-18 07:18:04 EST","OK"
"Hay","000631","ONT","854G-1","CXNK001CB7B9","restored","GUI_PASS_2023-03","","","00:06:31:e6:3c:37","136.175.68.80","136.175.68.80","136.175.68.16","","12.2.12.8.4","10217088_9991005656@58502.com","10217088","9991005656","HTTP","2019-09-04 15:03:20 EDT","2025-11-18 15:17:58 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK00490B5B","restored","GUI_PASS_2023-03","","","cc:be:59:89:62:6c","206.130.213.11","206.130.213.11","206.130.213.11","","12.2.12.9.1","10226942_9991000203@58502.com","10226942","9991000203","HTTP","2019-09-04 15:03:20 EDT","2025-11-18 10:46:50 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261807039783","restored","","","","CC:BE:59:B9:06:E0","192.168.1.11","104.247.100.138","","","3.0.3.102","10222266_9991004231@58502.com","10222266","9991004231","GW Port Mapping","2019-09-04 15:03:20 EDT","2025-11-18 01:37:23 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK0058482C","restored","GUI_PASS_2023-03","","","cc:be:59:ff:be:a5","163.182.238.40","163.182.238.40","163.182.238.40","","12.2.12.9.1","10200445_9991002702@58502.com","10200445","9991002702","HTTP","2019-09-04 15:03:20 EDT","2025-11-18 14:58:29 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261712040039","restored","","","","CC:BE:59:A3:76:E4","192.168.1.2","163.182.226.215","","","3.0.3.102","10212493_9991002235@58502.com","10212493","9991002235","GW Port Mapping","2019-09-04 15:03:20 EDT","2025-11-18 00:44:46 EST","OK"
"Hay","EC4F82","ONT","854G-1","CXNK0021DC10","restored","GUI_PASS_2023-03","","","ec:4f:82:23:d5:f7","163.182.241.107","163.182.241.107","","","12.2.12.8.4","10223332_9991002920@58502.com","10223332","9991002920","HTTP","2019-09-04 15:03:21 EDT","2025-11-18 08:05:08 EST","OK"
"Hay","000631","ONT","854G-1","CXNK001CEAF7","","GUI_PASS_2023-03","","","00:06:31:e8:09:65","163.182.250.74","163.182.250.74","163.182.250.74","","12.2.12.8.4","10224558_9991005629@58502.com","10224558","9991005629","HTTP","2019-09-04 15:03:23 EDT","2025-11-18 08:05:09 EST","OK"
"Hay","EC4F82","ENT","844E-1","CXNK0020A116","restored","GUI_PASS_2023-03","","","ec:4f:82:12:d7:ef","136.175.70.249","136.175.70.249","136.175.70.249","","12.2.12.9.1","10229479_9991004473@58502.com","10229479","9991004473","HTTP","2019-09-04 15:03:23 EDT","2025-11-18 07:18:04 EST","OK"
"Hay","44657F","ENT","844E-1","CXNK00673E9A","restored","GUI_PASS_2023-03","","","44:65:7f:88:da:2c","163.182.247.57","163.182.247.57","163.182.247.57","","12.2.12.9.1","10203781_9991001909@58502.com","10203781","9991001909","HTTP","2019-09-04 15:03:23 EDT","2025-11-18 14:57:53 EST","OK"
"Hay","44657F","ENT","844E-1","CXNK00674392","restored","GUI_PASS_2023-03","","","44:65:7f:89:06:e4","163.182.234.94","163.182.234.94","163.182.234.94","","12.2.12.9.1","10200346_9991000039@58502.com","10200346","9991000039","HTTP","2019-09-04 15:03:24 EDT","2025-11-18 07:18:04 EST","OK"
"Hay","44657F","ENT","844E-1","CXNK0067456C","restored","GUI_PASS_2023-03","","","44:65:7f:89:17:8e","163.182.242.34","163.182.242.34","163.182.242.34","","12.2.12.9.1","10231870_9991011457@58502.com","10231870","9991011457","HTTP","2019-09-04 15:03:25 EDT","2025-11-18 07:18:05 EST","OK"
"Hay","CCBE59","804Mesh","804Mesh","261712041022","restored","","","","CC:BE:59:A3:82:69","192.168.1.68","45.59.97.238","","","3.0.3.102","10232263_9991014424@58502.com","10232263","9991014424","GW Port Mapping","2019-09-04 15:03:26 EDT","2025-11-18 08:52:36 EST","OK"
"Hay","EC4F82","ONT","854G-1","CXNK0021E956","","GUI_PASS_2023-03","","","ec:4f:82:24:4d:6d","104.247.102.19","104.247.102.19","","","12.2.12.8.4","10229517_9991006766@58502.com","10229517","9991006766","HTTP","2019-09-04 15:03:26 EDT","2025-11-18 13:59:59 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK00490C35","restored","GUI_PASS_2023-03","","","cc:be:59:89:6a:16","136.175.71.184","136.175.71.184","136.175.71.184","","12.2.12.9.1","SN-CXNK00490C35@nosub.net","","","HTTP","2019-09-04 15:03:34 EDT","2025-09-25 07:19:08 EDT","OFFLINE"
"Hay","CCBE59","ENT","844E-1","CXNK0048E50D","restored","GUI_PASS_2023-03","","","cc:be:59:7e:6c:be","45.59.98.29","45.59.98.29","45.59.98.29","","12.2.12.9.1","10200255_9991001542@58502.com","10200255","9991001542","HTTP","2019-09-04 15:03:36 EDT","2025-11-18 14:44:42 EST","OK"
"Hay","44657F","ENT","844E-1","CXNK006745AF","restored","GUI_PASS_2023-03","","","44:65:7f:89:19:e9","163.182.251.203","163.182.251.203","163.182.251.203","","12.2.12.9.1","10227708_9991003712@58502.com","10227708","9991003712","HTTP","2019-09-04 15:03:36 EDT","2025-11-18 07:18:05 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK00490B89","restored","GUI_PASS_2023-03","","","cc:be:59:89:64:0a","45.59.96.210","45.59.96.210","45.59.96.210","","12.2.12.9.1","10203373_9991002023@58502.com","10203373","9991002023","HTTP","2019-09-04 15:03:36 EDT","2025-11-18 07:18:05 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK00490B78","restored","GUI_PASS_2023-03","","","cc:be:59:89:63:71","163.182.249.46","163.182.249.46","163.182.249.46","","12.2.12.9.1","10201803_9991005690@58502.com","10201803","9991005690","HTTP","2019-09-04 15:03:36 EDT","2025-11-18 07:18:05 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK005812F6","restored","GUI_PASS_2023-03","","","cc:be:59:fd:df:bf","23.155.129.227","23.155.129.227","23.155.129.227","","12.2.12.9.1","10228233_9991004675@58502.com","10228233","9991004675","HTTP","2019-09-04 15:03:36 EDT","2025-11-18 07:18:05 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK005848E7","","GUI_PASS_2023-03","","","cc:be:59:ff:c5:38","163.182.249.49","163.182.249.49","163.182.249.49","","12.2.12.9.1","10227398_9991002914@58502.com","10227398","9991002914","HTTP","2019-09-04 15:03:37 EDT","2025-11-18 07:19:06 EST","OK"
"Hay","44657F","ENT","844E-1","CXNK00674531","restored","GUI_PASS_2023-03","","","44:65:7f:89:15:7b","163.182.251.15","163.182.251.15","163.182.251.15","","12.2.12.9.1","10200915_9991001412@58502.com","10200915","9991001412","HTTP","2019-09-04 15:03:37 EDT","2025-11-18 07:19:07 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK0057FA78","restored","GUI_PASS_2023-03","","","cc:be:59:fd:03:51","45.59.97.123","45.59.97.123","45.59.97.123","","12.2.12.9.1","10216783_9991000853@58502.com","10216783","9991000853","HTTP","2019-09-04 15:03:37 EDT","2025-11-18 07:19:07 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK00581054","restored","GUI_PASS_2023-03","","","cc:be:59:fd:c8:0d","206.130.212.155","206.130.212.155","206.130.212.155","","12.2.12.9.1","10229592_9991004798@58502.com","10229592","9991004798","HTTP","2019-09-04 15:03:37 EDT","2025-10-18 08:52:38 EDT","OFFLINE"
"Hay","EC4F82","ENT","844E-1","CXNK0035D01B","","GUI_PASS_2023-03","","","ec:4f:82:f5:b7:b8","163.182.251.123","163.182.251.123","163.182.251.123","","12.2.12.9.1","10210556_9991001730@58502.com","10210556","9991001730","HTTP","2019-09-04 15:03:37 EDT","2025-11-18 07:19:07 EST","OK"
"Hay","EC4F82","ENT","844E-1","CXNK00351D2F","","GUI_PASS_2023-03","","","ec:4f:82:a7:75:ef","163.182.240.80","163.182.240.80","163.182.240.80","","12.2.12.9.1","10204001_9991008066@58502.com","10204001","9991008066","HTTP","2019-09-04 15:03:38 EDT","2025-11-18 07:29:59 EST","OK"
"Hay","EC4F82","ENT","844E-1","CXNK003193BD","","GUI_PASS_2023-03","","","ec:4f:82:a9:19:c5","163.182.242.226","163.182.242.226","163.182.242.226","","12.2.12.9.1","10229349_9991004891@58502.com","10229349","9991004891","HTTP","2019-09-04 15:03:38 EDT","2025-11-18 07:19:06 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK0048EE47","restored","GUI_PASS_2023-03","","","cc:be:59:7e:bf:c8","206.130.212.212","206.130.212.212","206.130.212.212","","12.2.12.9.1","10200150_9991001374@58502.com","10200150","9991001374","HTTP","2019-09-04 15:03:38 EDT","2025-10-31 07:19:04 EDT","OFFLINE"
"Hay","CCBE59","ENT","844E-1","CXNK0057F968","","GUI_PASS_2023-03","","","cc:be:59:fc:f9:c1","163.182.249.196","163.182.249.196","163.182.249.196","","12.2.12.9.1","10201174_9991009589@58502.com","10201174","9991009589","HTTP","2019-09-04 15:03:38 EDT","2025-11-18 07:19:07 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK003D9E8D","restored","GUI_PASS_2023-03","","","cc:be:59:2d:5b:13","136.175.68.172","136.175.68.172","136.175.68.172","","12.2.12.9.1","SN-CXNK003D9E8D@nosub.net","","","HTTP","2019-09-04 15:03:38 EDT","2025-06-09 07:21:06 EDT","OFFLINE"
"Hay","EC4F82","ENT","844E-1","CXNK00283B69","restored","GUI_PASS_2023-03","","","ec:4f:82:2b:4c:8f","45.59.98.152","45.59.98.152","45.59.98.152","","12.2.12.9.1","10220283_9991005664@58502.com","10220283","9991005664","HTTP","2019-09-04 15:03:38 EDT","2025-11-18 07:19:06 EST","OK"
"Hay","CCBE59","ENT","844E-1","CXNK005812CC","restored","GUI_PASS_2023-03","","","cc:be:59:fd:de:45","163.182.236.8","163.182.236.8","163.182.236.8","","12.2.12.9.1","10225880_9991004203@58502.com","10225880","9991004203","HTTP","2019-09-04 15:03:38 EDT","2025-04-30 08:33:51 EDT","OFFLINE"
